Maximum_speed (km/h),Average_speed (km/h),Std_speed,Avg_acc (m/s^2),Std_acc,Mean_pos_acc,Mean_neg_acc,Avg_abs_jerk,Std_abs_jerk,Brake_time_pct,Acc_time_pct,Decel_time_pct,Const_speed_pct
93.02,64.64,9.99,-1.07,0.49,1.07,-1.65,0.31,0.89,9.16,31.62,28.33,36.59
71.15,53.53,6.87,0.81,0.75,1.39,-1.25,1.54,0.44,12.57,27.0,27.22,48.46
61.83,36.3,10.12,0.31,0.5,0.38,-1.86,3.0,0.81,10.52,33.97,24.47,39.29
72.98,44.36,10.42,-1.18,0.55,1.7,-1.74,3.5,0.61,21.53,42.21,24.21,34.04
91.88,73.9,15.36,-0.57,0.43,1.51,-0.6,2.36,1.22,17.84,30.47,26.16,42.49
74.42,61.64,8.37,-0.03,0.75,1.83,-1.19,1.95,0.93,13.17,28.65,25.59,47.23
111.29,75.44,7.1,0.11,0.72,1.92,-1.1,0.38,0.9,7.75,24.83,25.77,48.95
75.53,47.24,14.03,1.22,0.84,1.91,-1.78,2.6,0.66,11.51,37.13,23.02,43.37
87.21,67.01,11.28,0.99,0.55,0.79,-1.67,3.88,0.47,15.42,32.4,24.78,44.58
78.51,63.14,11.14,0.31,0.78,1.51,-0.05,2.33,0.7,14.91,30.88,30.53,38.68
85.42,70.57,11.12,0.5,0.39,1.41,-1.41,2.6,0.89,8.43,40.9,21.67,38.17
124.41,79.21,10.92,0.15,0.6,1.99,-1.37,1.34,0.54,3.85,20.32,25.84,49.36
82.29,47.8,9.47,0.16,0.55,0.79,-0.75,3.91,0.6,22.29,31.6,11.33,58.27
106.22,87.15,12.8,1.15,0.6,1.35,-2.03,0.75,1.34,14.97,33.89,22.94,42.68
89.01,59.8,11.24,1.78,0.72,1.7,-0.66,2.6,0.97,11.66,23.66,30.9,46.28
58.2,41.96,13.12,-0.25,0.84,1.07,-0.97,2.37,1.13,19.6,34.52,21.3,46.89
84.9,54.16,13.58,0.01,0.37,1.46,-1.67,2.05,0.65,17.27,31.12,18.1,51.27
117.76,76.4,9.1,-0.88,0.93,1.68,-2.03,2.31,0.5,10.25,36.44,19.92,43.58
75.85,55.36,9.41,-0.64,0.27,1.28,-1.34,3.99,1.04,12.72,32.97,21.4,44.78
104.6,85.4,7.67,1.31,0.56,1.25,-1.06,1.19,0.59,8.48,31.33,19.17,50.49
115.95,69.65,9.44,1.57,0.77,1.7,-1.76,3.16,0.72,18.91,27.55,25.49,44.5
66.97,55.19,12.05,0.32,0.42,1.37,-1.29,0.95,1.04,13.99,36.48,20.65,41.13
110.48,96.17,4.82,-0.56,0.44,1.94,-1.5,2.24,1.04,5.59,28.38,25.89,46.2
61.2,48.02,15.36,0.41,0.52,0.04,-0.72,3.18,1.3,26.63,30.79,23.34,45.71
110.93,76.59,6.59,0.12,0.56,1.4,-1.21,2.24,1.44,17.1,26.37,23.5,50.1
88.67,73.66,15.44,0.72,0.88,1.34,-0.92,1.97,0.87,24.61,23.77,31.07,44.04
82.35,60.44,4.97,-0.7,0.42,1.2,-2.13,2.66,0.11,7.62,15.34,30.47,56.83
40.8,31.76,11.42,-0.66,0.43,1.92,-1.39,2.22,0.71,25.71,30.85,24.53,44.27
52.09,33.12,26.13,-0.55,0.28,1.12,-1.59,2.42,0.81,27.45,24.75,31.1,43.15
98.99,66.64,6.56,1.34,0.61,1.83,-1.45,0.92,1.23,7.68,33.99,18.96,46.16
75.74,48.31,14.11,0.15,0.89,1.76,-0.79,2.42,0.24,18.77,30.21,28.08,41.97
44.02,29.98,14.93,0.88,0.68,0.89,-1.37,2.16,0.48,18.94,30.26,22.46,46.52
97.13,63.7,16.52,-0.13,0.3,1.11,-1.41,2.3,0.79,16.58,30.91,27.76,42.91
40.16,24.71,6.36,0.58,1.13,1.81,-1.46,1.98,1.24,22.17,31.98,24.41,45.46
70.99,45.58,11.25,0.56,0.82,1.41,-1.02,5.57,1.22,19.38,30.45,22.25,47.36
71.05,44.42,11.58,-0.03,0.89,1.47,-2.54,3.4,0.87,24.79,26.99,32.77,38.54
71.46,44.5,16.15,0.68,0.56,1.16,-0.98,2.82,0.72,15.93,25.63,31.05,42.55
74.8,56.75,26.96,1.57,0.49,1.22,-0.81,3.09,1.33,20.05,31.02,25.92,44.86
102.43,71.76,3.45,0.49,0.21,0.96,-1.52,1.39,0.98,9.9,30.21,24.03,42.55
119.48,77.31,13.17,0.63,0.56,1.73,-0.84,2.29,0.6,3.57,28.68,23.41,49.0
88.02,73.91,6.61,-0.9,0.3,0.87,-1.75,1.29,0.65,8.14,27.98,30.95,39.72
58.9,42.65,13.3,0.85,0.75,1.33,-0.4,1.5,0.39,13.38,33.77,20.72,44.96
106.56,74.72,5.37,0.67,0.42,1.0,-1.3,2.62,1.17,8.24,26.4,20.47,50.07
62.24,49.35,8.19,1.1,0.17,1.82,-1.86,2.64,0.68,18.58,31.75,26.2,41.91
110.1,75.19,6.34,1.14,0.55,0.24,-1.34,1.81,0.71,5.78,27.54,19.27,54.09
91.98,54.68,9.77,0.61,0.5,0.65,-0.76,1.58,0.62,15.42,29.96,23.51,48.91
69.44,58.21,7.4,0.54,0.76,0.91,-1.52,3.61,0.49,17.48,24.93,28.98,48.26
52.91,38.37,5.28,0.47,0.33,1.2,-0.54,2.64,0.96,9.4,27.28,30.98,43.05
99.33,64.31,8.05,0.43,0.6,1.04,-1.87,2.99,1.14,9.96,28.12,29.05,40.81
123.69,74.88,5.46,0.89,0.66,0.72,-0.87,2.79,0.52,8.59,26.48,25.07,45.58
84.55,61.46,8.37,0.77,0.74,0.57,-0.82,1.59,0.98,12.61,31.56,22.35,44.38
81.78,55.89,4.56,-0.31,0.59,1.38,-1.03,1.57,1.15,15.45,32.43,18.12,51.4
67.72,50.26,7.91,0.75,0.61,1.77,-0.98,1.77,0.6,27.61,29.69,29.14,39.36
86.68,53.56,16.12,0.19,0.46,1.17,-0.96,2.3,0.37,23.0,25.6,29.0,43.6
109.0,78.36,9.17,-1.44,0.32,1.03,-1.74,1.69,0.87,0.48,34.09,24.07,40.83
104.32,64.58,8.01,-0.1,0.33,1.08,-1.13,1.72,0.83,9.62,28.24,16.86,56.53
71.06,59.78,10.29,0.94,0.73,0.89,-1.01,2.43,0.75,9.87,27.79,32.24,40.83
96.25,76.03,5.96,-0.06,0.54,0.88,-1.28,1.02,0.83,5.97,31.74,22.41,44.06
87.25,69.4,15.75,0.04,0.46,1.38,-2.5,2.2,0.73,11.29,32.04,23.62,44.62
95.01,59.43,9.56,0.41,0.67,2.16,-1.42,1.81,0.36,8.42,34.41,16.9,50.04
67.75,49.74,12.36,1.48,0.98,1.68,-0.95,3.81,0.6,11.57,27.31,28.02,42.13
91.3,61.51,7.93,-0.01,0.79,1.15,-0.71,2.97,0.91,9.99,32.9,28.95,38.41
65.82,40.13,8.92,-0.71,0.34,1.22,-1.59,1.81,0.19,13.95,31.33,27.35,38.79
100.85,62.28,10.15,-0.27,0.54,0.49,-0.88,1.12,1.03,2.24,28.87,29.08,41.96
39.45,30.86,12.59,0.55,0.64,1.62,-1.1,2.46,1.0,16.88,37.96,25.28,37.2
97.88,69.82,11.41,1.4,0.57,0.7,-1.84,3.83,1.06,7.46,22.33,22.12,53.81
69.21,41.32,10.78,-1.69,0.58,1.11,-1.48,2.09,0.56,13.38,26.42,33.07,42.59
87.21,59.74,5.18,-0.03,0.52,1.07,-1.35,2.38,1.18,22.53,33.58,29.51,39.71
67.2,52.68,9.09,-0.04,1.09,1.37,-1.08,3.14,0.61,11.45,32.4,17.4,53.03
105.47,81.89,9.55,1.34,0.62,1.02,-1.03,2.12,0.74,6.94,26.8,28.15,41.98
117.04,85.21,10.48,1.34,0.44,1.69,-1.22,3.61,0.88,19.57,23.22,31.1,44.65
75.18,44.7,9.35,1.01,0.58,1.29,-1.01,2.53,0.1,17.32,41.77,20.99,41.45
67.08,40.7,7.44,0.58,0.7,1.53,-1.58,3.07,0.55,22.85,25.83,29.99,45.8
57.17,35.73,15.14,0.59,0.65,0.66,-1.34,0.68,1.02,13.43,26.44,35.91,36.58
72.22,58.83,12.07,-0.03,0.5,1.12,-1.07,2.92,1.11,16.73,27.12,27.03,47.38
35.14,22.97,14.71,0.83,0.56,1.51,-1.8,2.64,0.61,13.44,28.41,26.24,44.63
49.01,30.51,12.19,0.27,0.86,0.75,-1.59,2.9,1.08,18.39,32.51,19.39,45.46
60.76,50.37,12.24,0.99,0.39,1.36,-1.6,3.71,1.42,25.39,34.82,11.66,53.69
56.07,30.3,18.14,-1.5,0.83,1.25,-0.34,9.02,0.85,39.54,39.21,14.5,46.64
81.88,60.7,9.77,2.51,0.74,0.14,-1.88,1.65,0.6,16.42,34.13,31.15,36.8
77.15,66.07,14.39,0.38,0.6,1.44,-1.0,3.24,0.92,22.82,27.24,27.42,43.69
109.09,63.77,7.48,-0.29,0.61,0.67,-1.28,3.02,0.46,10.71,36.7,19.29,44.28
48.06,36.64,17.39,-0.88,0.63,1.57,-0.09,3.11,1.12,22.01,29.04,24.3,46.13
90.22,61.29,1.51,0.06,0.6,1.45,-1.59,1.92,0.77,13.5,25.62,23.46,52.37
80.13,53.42,11.7,0.65,0.67,1.31,-1.79,2.43,1.16,13.21,31.85,21.03,46.94
61.21,35.26,13.34,0.91,0.5,1.39,-2.18,1.43,0.9,17.68,25.83,26.76,49.38
66.08,46.51,11.95,-0.71,0.84,2.07,-0.52,2.07,1.0,14.58,30.47,26.91,42.61
76.05,54.87,14.73,0.66,0.5,0.74,-1.3,1.64,1.09,6.83,33.9,23.89,43.29
64.51,45.2,11.74,0.25,0.35,1.05,-0.08,2.39,0.39,23.02,27.1,23.11,47.58
105.42,59.37,8.09,-1.26,0.58,1.81,-1.22,1.45,0.5,7.51,23.29,27.62,49.88
102.49,58.32,17.59,-0.55,0.65,0.65,-0.9,2.37,0.12,11.91,23.15,33.74,44.78
53.95,35.83,11.62,0.99,0.34,1.68,-0.55,1.89,0.52,28.98,29.93,19.73,51.12
129.38,88.58,10.8,0.13,0.5,1.36,-1.14,1.29,0.94,10.32,35.52,19.85,47.42
75.2,44.39,4.93,-0.9,0.55,0.93,-0.93,2.54,0.95,15.52,31.42,29.15,37.9
85.45,73.61,19.33,0.11,0.46,0.88,-1.47,1.08,1.01,19.21,21.25,35.2,44.18
98.37,68.81,4.98,-0.14,0.91,1.7,-1.28,0.22,0.95,10.35,27.23,30.53,40.63
73.33,46.6,5.71,-0.11,0.68,1.94,-1.26,0.68,0.72,23.7,27.04,31.0,44.77
111.0,80.69,9.63,0.79,0.79,0.82,-0.28,1.5,1.1,3.36,29.32,24.1,47.34
65.06,35.97,9.5,0.01,0.42,1.25,-1.35,2.02,1.47,18.36,29.91,22.76,46.0
80.12,62.2,10.43,-0.32,0.48,0.74,-1.16,3.46,1.22,16.44,25.18,26.8,47.52
85.59,64.31,14.62,0.61,0.61,0.89,-1.01,3.15,0.33,22.98,33.35,23.49,44.3
73.2,47.52,13.65,0.22,0.53,1.5,-1.73,2.08,0.56,17.05,32.67,19.43,49.77
82.3,65.84,15.09,-0.79,0.94,0.64,-2.16,2.45,1.14,15.05,33.92,25.28,41.31
92.76,59.28,13.6,-0.45,0.47,1.25,-2.42,2.2,1.45,13.69,30.25,25.47,43.92
81.41,64.08,10.64,0.81,0.95,1.6,-1.64,2.3,0.61,36.25,30.18,24.14,48.17
87.47,70.99,13.75,-0.7,0.75,1.53,-1.14,2.44,0.56,14.46,30.31,25.35,40.91
49.79,33.7,8.6,0.51,0.56,0.94,-0.53,1.35,0.6,20.43,24.74,25.86,46.78
60.41,45.92,7.19,-0.59,0.55,1.07,-0.59,3.19,0.86,14.83,28.52,19.8,52.16
102.82,60.75,18.53,-0.38,0.74,1.44,-0.53,2.66,1.08,12.39,32.92,26.63,40.57
78.35,65.76,10.12,0.67,0.65,1.08,-1.57,2.53,0.96,13.77,30.06,27.04,43.25
90.28,53.36,4.13,1.77,0.83,1.2,-1.18,1.21,0.38,7.91,34.27,20.46,44.5
103.54,83.61,3.65,-0.27,0.46,2.09,-2.09,2.18,0.69,9.73,23.52,29.63,47.91
72.01,39.36,10.92,0.26,0.69,0.82,-1.29,0.88,0.81,16.88,25.72,30.11,43.14
100.85,71.8,7.09,-0.59,0.6,1.65,-1.66,0.01,0.6,1.5,35.78,22.38,45.17
69.62,40.64,15.61,-0.13,0.11,1.48,-0.82,2.54,0.57,10.17,29.16,21.46,49.29
86.91,67.4,15.83,0.2,0.57,1.3,-2.06,2.01,1.06,14.31,33.6,21.59,45.83
77.57,63.0,13.14,0.19,0.71,0.77,-0.41,1.63,0.6,17.86,38.7,20.22,42.96
89.03,70.05,11.11,0.86,0.63,1.55,-1.79,2.92,0.91,12.17,24.33,27.49,49.68
56.89,44.86,17.91,2.72,0.72,1.25,-1.1,3.35,0.67,12.88,25.49,21.67,51.94
73.37,51.8,10.52,-0.9,0.68,1.16,-1.78,2.07,0.75,16.38,33.54,23.97,45.19
42.65,27.49,13.49,1.07,0.47,0.59,-0.63,3.16,0.4,15.54,31.61,17.44,48.78
90.94,55.85,12.87,-0.17,1.07,0.54,-1.88,2.39,0.99,14.77,21.52,27.94,48.86
38.42,22.7,10.79,0.78,0.78,1.42,-1.46,3.27,0.71,6.84,35.74,19.35,45.38
103.55,75.77,12.46,1.15,0.76,1.32,-1.43,3.04,0.58,17.21,33.87,31.95,35.85
83.1,61.89,12.2,0.73,0.46,1.81,-1.65,1.76,1.27,12.71,25.16,29.77,46.89
70.15,50.62,8.23,-0.77,0.58,0.76,-0.68,2.47,1.16,19.25,25.03,26.56,49.86
108.31,79.25,3.5,-0.13,0.25,0.35,-1.43,1.98,0.82,11.17,22.62,25.09,50.11
106.08,83.52,10.85,-0.21,0.32,0.92,-1.33,1.95,0.81,10.66,37.64,24.13,40.6
68.41,38.0,12.74,0.69,0.77,1.47,-1.28,2.43,0.99,19.46,33.27,25.46,42.73
72.16,48.58,8.92,-0.39,0.84,1.87,-1.53,1.42,0.79,18.37,37.49,21.21,42.7
97.14,71.85,6.08,0.32,0.45,0.55,-0.88,0.66,0.59,1.93,29.2,21.12,48.29
62.32,44.79,16.26,-0.27,0.26,0.87,-0.95,3.61,0.46,18.75,34.98,23.25,43.86
65.25,49.99,17.26,-0.28,0.32,0.61,-1.45,8.64,0.66,27.0,33.0,20.63,46.44
78.4,54.26,14.92,0.22,0.42,1.14,-0.62,1.96,0.75,0.92,35.6,21.93,42.74
57.42,35.36,10.77,0.63,0.69,1.35,-0.9,3.95,0.67,20.29,25.03,25.59,49.02
73.1,47.88,7.59,-0.48,0.63,1.43,-1.62,2.47,0.88,12.98,35.27,21.15,44.07
78.67,55.84,4.52,-0.78,0.65,1.52,-0.76,1.69,0.41,28.27,25.2,33.5,41.84
113.76,82.23,10.13,-1.83,0.77,1.35,-1.06,3.47,1.04,9.73,30.29,24.38,47.95
111.45,76.46,12.0,0.91,0.7,0.88,-0.2,1.36,0.17,7.36,25.7,22.64,50.25
75.48,63.95,14.72,1.13,0.5,1.54,-0.8,2.1,0.96,17.86,29.46,17.74,51.05
71.31,47.45,14.53,0.77,0.59,1.03,-1.29,2.94,1.3,12.4,34.43,31.49,37.53
97.06,69.83,5.64,0.71,0.75,1.65,-0.79,3.01,0.82,12.19,30.17,18.35,53.13
121.3,78.34,7.07,0.42,0.36,0.66,-1.39,2.8,0.84,19.22,32.64,23.19,42.08
73.06,50.15,11.69,1.3,0.66,1.59,-2.52,1.23,0.67,16.67,30.61,27.66,40.09
86.08,72.23,15.31,1.66,0.66,1.31,-0.93,2.36,0.85,9.97,28.46,25.47,46.99
88.92,57.33,9.76,0.0,0.58,0.63,-2.11,2.55,0.55,20.82,27.38,24.41,48.67
75.5,60.24,13.57,-0.23,0.29,1.28,-0.61,1.33,0.77,11.93,32.03,25.96,42.21
104.89,62.67,5.91,-0.02,0.28,1.71,-1.97,2.29,0.67,5.99,31.1,19.26,48.31
35.39,22.38,6.32,0.97,0.52,1.6,-0.89,2.85,0.39,22.11,32.41,25.19,42.42
95.08,68.33,7.24,2.21,0.29,1.13,-1.89,2.16,0.74,2.2,25.6,26.14,48.25
104.03,60.0,10.9,-0.45,0.51,0.73,-0.82,3.37,1.17,18.55,31.67,21.06,45.56
96.71,57.42,14.67,-0.62,0.71,1.38,-1.05,2.66,0.9,13.95,28.27,26.16,45.25
88.52,71.45,9.92,-0.24,0.31,1.52,-1.12,0.11,0.88,15.31,32.55,21.07,44.16
84.18,61.08,8.71,-0.04,0.8,1.24,-0.61,2.49,0.57,24.45,31.7,23.13,45.6
98.58,61.29,4.98,0.61,0.56,1.35,-1.41,2.27,1.05,3.18,32.61,17.26,51.05
59.18,48.68,15.33,-1.36,0.13,1.48,-1.07,4.28,0.75,7.8,33.02,22.28,45.15
94.7,59.12,9.85,0.83,0.18,1.45,-1.15,1.38,0.85,1.33,31.34,34.33,35.57
86.03,73.65,17.96,-1.81,0.7,1.5,-0.67,4.04,0.79,14.71,29.19,28.23,44.38
85.42,55.42,6.65,-0.74,0.89,1.12,-1.16,1.29,0.79,3.88,26.26,32.38,42.0
98.05,65.02,6.73,-0.84,0.77,1.79,-1.75,1.76,0.82,7.16,31.44,30.68,38.02
83.55,69.2,13.38,0.51,0.43,0.94,-0.97,1.96,1.23,15.25,24.99,27.93,43.36
116.39,82.26,9.83,-0.04,0.47,0.63,-0.46,0.97,1.1,5.0,30.99,20.52,48.75
61.45,34.82,12.15,-0.01,0.85,0.82,-0.53,2.99,0.53,17.19,24.57,25.63,48.73
120.17,85.33,8.39,0.55,0.7,0.93,-0.37,1.75,0.66,2.97,25.62,25.17,48.77
75.55,47.57,13.68,0.97,0.51,1.72,-0.9,2.56,1.24,15.91,30.87,31.2,38.35
114.37,65.56,9.7,0.44,0.64,1.29,-1.25,0.82,0.77,7.12,34.45,22.36,44.03
53.91,45.6,11.73,0.42,0.78,1.15,-1.04,2.24,0.12,14.04,24.03,30.44,45.86
57.69,42.11,10.76,-0.02,0.45,1.15,-0.76,2.31,0.65,18.72,33.83,25.22,40.75
103.05,72.99,5.28,1.4,1.01,0.8,-1.36,2.62,0.75,7.07,21.38,33.01,44.79
53.03,37.16,13.05,-0.47,0.66,1.43,-1.73,2.79,0.8,24.81,34.4,17.35,49.7
132.79,104.29,10.03,0.76,0.51,1.15,-1.65,1.55,0.91,17.1,33.28,22.66,46.0
62.53,35.88,12.26,-0.19,0.59,0.62,-0.81,3.0,0.85,8.07,36.79,19.05,42.9
104.86,86.69,11.29,0.37,0.73,1.38,-2.35,1.28,0.76,3.36,25.03,31.1,45.61
40.34,30.38,11.93,-0.53,0.39,0.21,-1.09,2.94,0.9,12.33,28.89,26.53,43.34
97.32,79.52,9.57,0.58,0.61,0.62,-1.06,3.11,0.83,17.55,27.69,36.67,36.69
83.06,51.24,9.21,1.55,0.76,1.22,-1.87,1.2,0.6,20.56,41.89,19.65,34.87
51.32,43.22,13.46,0.4,0.47,1.35,-1.68,2.57,1.58,1.82,30.67,18.23,52.47
68.79,41.81,16.65,1.42,0.75,1.46,-1.07,1.69,0.79,27.61,25.82,26.33,44.95
73.11,56.95,44.6,1.31,0.63,0.78,-1.77,14.18,1.26,22.47,31.66,22.89,43.73
97.22,76.77,6.35,-0.66,0.9,1.81,-1.8,1.76,0.86,13.58,28.14,31.82,40.1
74.68,49.13,11.18,-0.41,0.44,2.31,-1.2,3.76,1.28,14.03,32.86,28.03,37.94
78.31,50.43,17.58,0.08,0.53,1.12,-2.06,3.14,1.3,17.48,28.81,25.71,48.01
80.07,61.72,17.53,-0.23,0.45,1.46,-0.51,1.82,0.51,19.0,32.21,22.78,46.01
52.29,39.45,9.74,0.54,0.47,0.78,-1.14,1.97,0.53,6.81,28.5,31.95,41.2
86.9,52.92,6.89,0.32,0.53,1.09,-1.32,1.82,0.61,6.73,26.01,22.71,51.49
104.17,74.76,7.65,0.07,0.46,1.24,-1.43,1.44,0.94,16.2,28.48,25.69,46.19
110.88,67.69,6.04,-0.05,0.48,1.1,-1.28,1.9,1.0,8.1,36.56,11.13,54.24
54.43,40.48,13.32,1.25,0.55,1.1,-1.4,3.32,0.55,23.67,30.6,23.91,45.55
91.54,64.99,3.64,0.8,0.24,1.46,-2.64,2.37,1.14,7.44,30.02,22.05,46.9
51.69,36.04,17.12,0.96,0.81,1.31,-1.55,1.55,0.85,11.05,22.19,26.24,52.58
65.41,47.86,16.44,-0.92,0.34,1.01,-2.29,1.95,1.25,12.38,28.65,25.77,45.02
88.37,46.62,10.66,-0.19,0.73,2.0,-1.68,3.24,0.68,29.44,35.99,22.98,44.54
53.87,34.61,12.91,-0.44,0.63,0.9,-2.18,3.07,1.1,20.05,30.98,26.2,42.1
68.08,57.19,9.04,2.16,0.49,1.32,-0.94,0.71,0.53,15.82,34.4,22.08,40.96
70.59,43.88,19.58,1.49,0.73,1.26,-0.13,2.22,0.84,4.7,32.09,22.14,47.58
70.49,58.45,13.07,-2.29,0.56,0.76,-0.52,1.59,0.83,13.99,24.82,26.77,47.55
79.93,52.6,13.14,-0.66,0.32,0.97,-2.43,3.07,0.45,17.87,25.29,34.65,41.27
77.89,48.05,13.99,0.25,0.43,2.06,-1.75,3.01,1.05,18.09,35.22,24.72,41.03
117.98,87.51,12.66,0.8,0.79,1.04,-1.96,2.14,0.82,13.44,42.44,18.89,39.39
81.12,53.97,9.54,1.73,0.67,0.89,-1.34,1.32,0.94,17.6,30.54,19.6,51.17
66.47,49.68,9.15,0.02,0.88,1.49,-1.2,2.93,0.6,18.3,32.42,24.39,42.45
82.95,65.79,9.51,0.72,0.51,0.87,-2.66,1.53,1.35,3.44,29.81,23.22,47.12
67.3,43.38,13.83,0.67,0.83,1.11,-1.27,2.9,0.24,19.62,30.86,25.19,43.87
68.46,56.76,9.53,0.3,0.87,1.32,-1.85,2.46,0.59,20.18,25.17,24.71,47.88
76.02,48.61,11.73,0.76,0.23,1.49,-1.12,2.42,0.09,27.16,30.78,18.7,47.13
64.45,42.43,11.43,0.23,0.32,1.39,-0.82,2.42,0.55,15.4,25.99,31.09,45.3
95.07,68.89,10.6,0.67,0.47,1.93,-1.34,3.61,0.55,9.55,28.5,26.55,42.89
72.24,42.48,9.31,-0.47,0.25,1.62,-2.02,1.75,0.49,20.53,27.59,31.04,41.54
53.62,33.16,14.21,0.41,0.71,1.21,-1.63,2.51,1.03,13.75,28.01,27.74,41.65
137.74,77.54,8.97,0.2,0.55,1.47,-2.44,2.9,1.15,17.43,34.71,25.32,39.03
90.1,49.95,10.55,0.37,0.58,1.54,-1.3,2.58,0.66,10.98,29.11,28.58,42.49
102.72,78.29,10.05,0.65,0.79,0.98,-1.1,2.81,0.34,7.69,28.39,17.19,55.78
86.66,53.46,10.44,0.34,0.69,2.32,-1.04,1.01,0.91,13.68,31.84,22.71,49.15
77.0,46.43,13.7,-1.0,0.55,1.58,-0.71,2.68,0.58,13.45,35.49,15.72,47.33
77.94,43.86,8.75,-0.34,0.51,1.44,-1.28,2.42,0.51,12.27,33.26,26.61,39.81
79.36,58.95,17.5,1.16,0.88,1.34,-1.89,1.65,0.62,12.2,35.61,28.98,34.21
99.81,86.92,20.24,1.2,0.31,1.29,-1.72,6.68,1.28,10.56,28.25,27.95,45.51
107.59,69.87,13.89,1.24,0.69,0.78,-1.37,1.58,0.65,3.74,38.11,19.13,39.11
112.15,89.89,6.54,1.21,0.35,1.56,-1.33,1.22,0.46,10.9,23.55,24.85,53.93
66.98,48.58,9.33,-1.39,0.8,0.65,-1.82,2.67,0.82,17.09,29.05,25.37,45.77
93.35,53.39,5.89,1.07,0.61,1.22,-0.89,1.72,1.02,9.24,23.11,35.95,39.29
74.53,53.93,7.39,1.07,0.66,1.3,-1.94,1.82,0.4,16.17,32.83,23.42,41.23
53.24,35.76,7.38,-0.35,0.44,1.81,-1.82,2.72,0.46,26.3,29.07,21.24,50.28
35.46,26.89,15.92,-0.06,0.68,1.82,-0.89,2.56,0.22,26.22,33.01,21.85,41.74
77.69,43.28,14.1,0.79,0.69,1.05,-0.82,2.66,0.83,17.81,31.23,24.69,43.87
79.25,51.93,14.4,0.48,0.59,0.96,-2.16,3.97,0.85,25.84,26.54,30.85,43.8
103.59,79.27,9.28,0.51,0.66,1.07,-1.3,2.07,0.92,5.0,28.99,29.33,41.07
65.41,50.83,15.26,0.01,0.21,1.32,-0.21,1.3,0.53,19.03,33.02,24.75,45.49
85.31,60.46,4.76,-0.5,0.4,1.25,-0.16,2.55,1.44,19.49,32.37,30.97,38.19
76.26,62.49,15.09,0.21,0.7,1.37,-0.99,1.79,1.03,15.47,29.28,24.01,49.43
130.21,68.37,10.53,0.65,0.95,1.29,-1.55,1.43,0.94,9.44,27.78,22.45,51.71
64.87,47.83,11.28,0.73,0.82,1.31,-1.86,1.54,0.58,15.81,36.25,20.86,44.94
73.68,51.62,11.09,0.56,0.69,1.27,-0.93,3.01,0.76,13.64,27.19,19.53,52.46
61.57,39.41,18.22,-0.77,0.58,1.28,-0.79,2.82,0.68,18.24,30.24,14.63,54.12
100.76,61.97,8.5,0.28,0.44,1.2,-1.04,1.86,1.2,19.6,28.62,25.06,45.13
85.17,62.13,9.03,0.92,0.6,1.11,-0.83,3.14,1.37,16.47,25.66,29.27,43.64
102.78,62.38,3.42,-0.65,0.69,1.6,-1.08,1.02,0.66,0.06,29.46,20.64,47.61
62.21,48.78,7.28,0.65,0.83,1.31,-1.76,1.46,0.66,12.17,31.88,23.82,43.57
101.63,75.56,7.45,0.27,0.52,1.13,-2.32,1.2,0.22,8.32,39.94,16.7,46.67
64.18,50.83,9.51,-0.32,0.66,1.94,-1.22,1.19,1.42,3.76,33.24,26.0,39.31
79.35,43.21,13.22,-0.05,0.46,0.75,-1.64,2.33,1.02,8.61,27.62,24.02,44.51
53.81,38.52,10.24,0.52,0.67,0.77,-0.7,2.76,0.69,11.98,26.31,18.43,56.92
87.22,66.64,8.46,1.56,0.54,1.17,-1.12,2.5,0.87,9.65,28.65,21.61,49.34
106.04,80.87,6.21,0.94,0.74,1.0,-0.61,1.98,1.34,9.64,33.89,19.7,44.24
73.17,56.65,13.28,-0.08,0.48,1.61,-0.47,3.09,0.87,18.17,29.59,25.65,45.51
88.65,55.85,13.62,0.01,0.49,0.98,-0.81,2.59,0.35,14.05,28.57,27.76,41.32
71.34,53.7,13.36,0.06,0.98,0.67,-0.84,2.75,0.79,21.56,27.98,24.15,45.51
84.6,64.87,13.59,0.24,0.78,1.13,-0.93,3.44,0.89,21.21,27.43,19.7,53.58
117.08,81.09,8.18,-0.86,0.52,1.24,-1.24,2.29,0.91,6.89,25.63,27.07,45.34
122.52,88.79,6.87,0.28,0.31,0.89,-1.09,0.67,1.17,3.85,31.45,24.33,41.01
84.8,68.12,10.47,-0.01,0.53,1.63,-1.55,3.82,0.62,19.52,35.05,24.05,40.65
62.02,46.99,12.02,-1.01,0.65,1.46,-1.26,2.53,0.83,16.99,21.48,28.67,51.69
97.08,69.2,14.89,-0.03,0.45,1.24,-1.14,3.28,0.52,6.6,23.97,32.41,42.55
108.89,84.42,7.59,0.14,0.38,1.76,-1.7,1.58,0.8,0.14,24.72,22.6,55.51
106.12,76.24,8.31,0.35,0.7,1.35,-1.5,2.36,0.52,3.75,22.95,26.43,53.01
98.79,58.15,9.01,-0.39,0.7,0.71,-0.72,2.27,0.72,9.14,25.41,22.43,50.49
116.82,96.39,8.69,0.66,0.48,1.14,-0.7,1.64,0.55,17.06,23.79,26.99,49.19
107.58,84.72,6.74,0.79,0.86,1.58,-1.77,1.31,1.09,15.29,26.67,17.91,55.41
91.88,75.94,13.92,-1.52,0.32,2.01,-1.02,2.94,0.88,10.8,27.41,30.07,41.47
